,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,1.345898448238967,0.34299197793006897,2.3476135714579436,0.2595635950565338
1,1.3282850187155748,0.36018556356430054,1.3191435656305086,0.3666073977947235
2,1.3144529399385534,0.36881694197654724,1.3063837867672161,0.3739849328994751
3,1.2990087878140844,0.3769150674343109,1.2865175000691818,0.3863382935523987
4,1.2847798373814008,0.38492053747177124,1.2899619058027105,0.37820112705230713
5,1.2689985675109345,0.3926306962966919,1.2476783615047649,0.40934333205223083
6,1.2498056956120995,0.4002744257450104,1.2266426882501376,0.41750040650367737
7,1.227432895314592,0.4097689390182495,1.2207874285972724,0.420754611492157
8,1.2140820867279096,0.418226033449173,1.2101315571089923,0.4266161620616913
9,1.2100521302425828,0.42163708806037903,1.1843619479971417,0.43783172965049744
10,1.2097379492632727,0.420198529958725,1.1908037314980717,0.4362759292125702
11,1.2022293284324344,0.4254188537597656,1.1945285207134182,0.4334297478199005
12,1.200018332801527,0.4265420138835907,1.1880861500562248,0.43730759620666504
13,1.1954010204958172,0.4302767515182495,1.179871805239532,0.4415271282196045
14,1.1916156556383408,0.4326310157775879,1.1729894141019401,0.4432288706302643
15,1.1897542162589918,0.4324456751346588,1.1681396585399821,0.44498035311698914
16,1.1882135770138533,0.43277764320373535,1.1667017863968672,0.4477137625217438
17,1.1861888339093996,0.4348580241203308,1.1651698262004528,0.449767142534256
18,1.185297635391819,0.43623295426368713,1.1672014701164375,0.44798246026039124
19,1.1842059788555328,0.43570178747177124,1.1623344045574382,0.4478895664215088
20,1.1845715096584462,0.43556901812553406,1.1801638979022786,0.4434909224510193
21,1.1817888166681565,0.4365317225456238,1.1647692890490515,0.4497870206832886
22,1.181525962886324,0.43745020031929016,1.160144883091167,0.45056989789009094
23,1.1806230506786428,0.43866807222366333,1.158079486782268,0.4508949816226959
24,1.1799076717906227,0.4386010468006134,1.1617290642301914,0.4511968493461609
25,1.1806815481050832,0.43712377548217773,1.1609737792257535,0.4494420289993286
26,1.1779443001949754,0.43843507766723633,1.1580655122207384,0.4528820216655731
27,1.1774846220826967,0.43959420919418335,1.1555613331875558,0.45329004526138306
28,1.1806806903385239,0.4375774562358856,1.1655131958298763,0.44340798258781433
29,1.178848812330208,0.4384046196937561,1.1558586892435105,0.45439136028289795
30,1.1760061780048836,0.4399787485599518,1.1617057856866868,0.44877195358276367
31,1.175649018530805,0.4413592219352722,1.1549285638130318,0.4541890025138855
32,1.1764012308363874,0.4401004910469055,1.1544723555193108,0.45296162366867065
33,1.1755422806267022,0.44197890162467957,1.1515264983904563,0.45625564455986023
34,1.1750739853375356,0.44097745418548584,1.1598481283349507,0.4513262212276459
35,1.1742400971080358,0.44049885869026184,1.1546351663136887,0.4533497393131256
36,1.1753391186171145,0.4425654113292694,1.1518797207686862,0.4554561972618103
37,1.1734011392755481,0.44254881143569946,1.1582541663767927,0.4489710032939911
38,1.173674027575312,0.4425598680973053,1.1515355219275265,0.4568991959095001
