loss,val_loss
7198.065435217865,7049.346531223607
6978.0683565083245,6945.932861328125
6821.233499426246,6671.8623640730575
6668.18621236698,6596.03540698902
6580.923372131435,6531.0365551097975
6513.778446577457,6393.114290804477
6456.261380727828,6400.619536528716
6402.115768120331,6339.860021642737
6342.816682056915,6264.062595676732
6299.889851677614,6265.22216796875
6272.981634603575,6188.366187843117
6252.291464695422,6214.3814169394
6232.279948656981,6144.052100929054
6214.874473221076,6122.901459565034
6200.123878128314,6117.060619457348
6188.2272913771985,6147.330721468539
6177.777469670999,6184.299299910262
6168.456353683804,6116.139476879223
6160.359502239504,6084.835861618454
6153.014142044745,6133.834367081926
6145.853696507857,6072.225995038007
6139.831490418923,6062.285730310388
6133.743396167307,6302.580526815878
6127.597861585949,6136.8705361856
6121.900093207152,6052.7853476034625
6116.460144625741,6104.684797957137
6111.394223385066,6032.2674560546875
6106.462760511249,6103.342598580025
6101.733409769358,6081.7279118718325
6097.825073032262,6052.500897381757
6093.725635804169,5996.887408282306
6089.7491652393255,6015.357016073691
6086.495229899655,6020.730237806166
6083.061053976221,6056.37098157728
6079.426961907821,6071.3607804581925
6076.802863366382,6011.907256255278
6073.817557168092,6238.520181191934
6071.209273718853,6001.680261560388
6068.705159098937,6054.8999683277025
6065.76311694634,6095.941297376478
6063.385248221933,5985.32555822424
6061.214798929488,6009.752151076858
6058.721377429366,6050.644329998944
6056.19996602894,6175.2659846125425
6054.431747608491,6223.812087600296
6052.342346911816,6003.483537003801
6049.490003409509,5989.480445655617
6048.134799054885,6004.4061840160475
6046.132323545256,6007.302044842694
6044.3159657806855,6079.987571922508
6042.573073948155,6140.296700142525
