,loss,val_loss
0,1.1156401588262614,1.0839400895587776
1,0.8437325428672929,0.8532996123413676
2,0.695944966237291,0.690584346814
3,0.6050473878713422,0.6118052059217639
4,0.5270576332431802,0.49401418395016505
5,0.4517854892410118,0.540785989359669
6,0.39711439903496076,0.42830093873097846
7,0.3513985022861357,0.44226927200899174
8,0.31036669619026636,0.32612661430207285
9,0.2828329390003568,0.3588853798725683
10,0.2593082330968915,0.2370735891568272
11,0.24049038235562728,0.28931679649521475
12,0.22468647837233383,0.213456678993838
13,0.21559210741668602,0.21602027618285755
14,0.20048114351607235,0.24722728011724743
15,0.16984051759956645,0.20816725251548315
16,0.16345999043544673,0.2625713052794985
17,0.15080030800567734,0.29214401899472525
18,0.14213003235068722,0.12966313640303587
19,0.13053398521916937,0.12393956437059071
20,0.1255949675749624,0.19235732068267206
21,0.12087797613860933,0.08726135142269018
22,0.11422272492833689,0.151456900001706
23,0.11098368779328485,0.24183905519464094
24,0.10650240260338972,0.1262157153054748
25,0.10365448232376927,0.20788394467419255
26,0.09889970314762896,0.10912461574796749
